1989-01-01 00:00:00+01	1	BD
1989-01-01 00:00:00+01	1	BD
1989-01-01 00:00:00+01	1	BG
1989-01-01 00:00:00+01	1	BG
1989-01-01 00:00:00+01	1	BO
1989-01-01 00:00:00+01	1	BR
1989-01-01 00:00:00+01	1	BR
1989-01-01 00:00:00+01	1	BR
1989-01-01 00:00:00+01	1	BR
1989-01-01 00:00:00+01	1	CA
1989-01-01 00:00:00+01	1	CD
1989-01-01 00:00:00+01	1	CL
1989-01-01 00:00:00+01	1	CN
1989-01-01 00:00:00+01	1	CN
1989-01-01 00:00:00+01	1	CN
1989-01-01 00:00:00+01	1	CN
1989-01-01 00:00:00+01	1	CN
1989-01-01 00:00:00+01	1	CN
1989-01-01 00:00:00+01	1	CN
1989-01-01 00:00:00+01	1	CO
1989-01-01 00:00:00+01	1	CO
1989-01-01 00:00:00+01	1	CO
1989-01-01 00:00:00+01	1	CU
1989-01-01 00:00:00+01	1	CY
1989-01-01 00:00:00+01	1	CZ
1989-01-01 00:00:00+01	1	CZ
1989-01-01 00:00:00+01	1	DE
1989-01-01 00:00:00+01	1	DE
1989-01-01 00:00:00+01	1	EG
1989-01-01 00:00:00+01	1	ES
1989-01-01 00:00:00+01	1	ES
1989-01-01 00:00:00+01	1	ES
1989-01-01 00:00:00+01	1	ET
1989-01-01 00:00:00+01	1	FR
1989-01-01 00:00:00+01	1	GB
1989-01-01 00:00:00+01	1	GB
1989-01-01 00:00:00+01	1	GR
1989-01-01 00:00:00+01	1	HT
1989-01-01 00:00:00+01	1	ID
1989-01-01 00:00:00+01	1	ID
1989-01-01 00:00:00+01	1	IL
1989-01-01 00:00:00+01	1	IN
1989-01-01 00:00:00+01	1	IN
1989-01-01 00:00:00+01	1	IQ
1989-01-01 00:00:00+01	1	IQ
1989-01-01 00:00:00+01	1	IR
1989-01-01 00:00:00+01	1	IT
1989-01-01 00:00:00+01	1	IT
1989-01-01 00:00:00+01	1	JP
1989-01-01 00:00:00+01	1	JP
1989-01-01 00:00:00+01	1	KE
1989-01-01 00:00:00+01	1	KR
1989-01-01 00:00:00+01	1	LB
1989-01-01 00:00:00+01	1	MA
1989-01-01 00:00:00+01	1	MA
1989-01-01 00:00:00+01	1	MX
1989-01-01 00:00:00+01	1	MY
1989-01-01 00:00:00+01	1	NA
1989-01-01 00:00:00+01	1	NG
1989-01-01 00:00:00+01	1	NG
1989-01-01 00:00:00+01	1	NG
1989-01-01 00:00:00+01	1	NG
1989-01-01 00:00:00+01	1	PE
1989-01-01 00:00:00+01	1	PE
1989-01-01 00:00:00+01	1	PH
1989-01-01 00:00:00+01	1	PH
1989-01-01 00:00:00+01	1	PK
1989-01-01 00:00:00+01	1	PK
1989-01-01 00:00:00+01	1	PK
1989-01-01 00:00:00+01	1	PK
1989-01-01 00:00:00+01	1	PL
1989-01-01 00:00:00+01	1	PY
1989-01-01 00:00:00+01	1	RO
1989-01-01 00:00:00+01	1	RO
1989-01-01 00:00:00+01	1	RU
1989-01-01 00:00:00+01	1	SA
1989-01-01 00:00:00+01	1	SD
1989-01-01 00:00:00+01	1	SE
1989-01-01 00:00:00+01	1	SG
1989-01-01 00:00:00+01	1	SG
1989-01-01 00:00:00+01	1	TD
1989-01-01 00:00:00+01	1	TH
1989-01-01 00:00:00+01	1	TR
1989-01-01 00:00:00+01	1	TR
1989-01-01 00:00:00+01	1	TR
1989-01-01 00:00:00+01	1	TW
1989-01-01 00:00:00+01	1	UA
1989-01-01 00:00:00+01	1	UA
1989-01-01 00:00:00+01	1	UG
1989-01-01 00:00:00+01	1	UG
1989-01-01 00:00:00+01	1	US
1989-01-01 00:00:00+01	1	VN
1989-01-01 00:00:00+01	1	ZA
1989-01-01 00:00:00+01	1	ZA
1989-01-01 00:00:00+01	2	AF
1989-01-01 00:00:00+01	2	BH
1989-01-01 00:00:00+01	2	BN
1989-01-01 00:00:00+01	2	BR
1989-01-01 00:00:00+01	2	CN
1989-01-01 00:00:00+01	2	CN
1989-01-01 00:00:00+01	2	CN
1989-01-01 00:00:00+01	2	DE
1989-01-01 00:00:00+01	2	DE
